,NAME,RATING,REVIEWS,COMPANY TYPE,COMPANY LOCATION,OLD
11189,IndusInd Bank,3.8,(7.1k Reviews),Public,"Gurgaon/Gurugram,Haryana + 584 more",29 years old
11190,TCS,3.9,(53.3k Reviews),Public,"Mumbai,Maharashtra + 272 more",55 years old
11191,Accenture,4.1,(34.5k Reviews),Public,Dublin + 134 more,34 years old
11192,Cognizant,3.9,(31.6k Reviews),Private,Teaneck. New Jersey. + 103 more,29 years old
11193,ICICI Bank,4.1,(25.8k Reviews),Public,"Mumbai,Maharashtra + 1090 more",29 years old
11194,HDFC Bank,4.0,(25k Reviews),Public,"Mumbai,Maharashtra + 1308 more",29 years old
11195,Wipro,3.9,(24.9k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 227 more",78 years old
11196,Infosys,3.9,(23.6k Reviews),Public,"Bengaluru/Bangalore,Karnataka + 128 more",42 years old
11197,Capgemini,3.9,(21.7k Reviews),Public,Paris + 77 more,56 years old
11198,Tech Mahindra,3.7,(20.5k Reviews),Public,"Pune,Maharashtra + 214 more",37 years old
11199,Genpact,4.0,(19.8k Reviews),Public,"New York,New York + 70 more",26 years old
11200,HCLTech,3.8,(19k Reviews),Public,"Noida,Uttar Pradesh + 144 more",32 years old
11201,Amazon,4.2,(18.4k Reviews),Public,"Seattle,Washington + 388 more",29 years old
11202,Axis Bank,3.9,(17k Reviews),Public,"Mumbai,Maharashtra + 1136 more",30 years old
11203,IBM,4.1,(15.9k Reviews),Public,"Armonk,New York + 121 more",112 years old
11204,Concentrix Corpo...,4.0,(15.9k Reviews),Public,"Fremont,California + 73 more",40 years old
11205,Reliance Jio,4.1,(15.6k Reviews),Public,"Navi Mumbai,Maharashtra + 1032 more",16 years old
11206,Larsen & Toubro ...,4.0,(15k Reviews),Public,"Mumbai,Maharashtra + 533 more",77 years old
11207,HDB Financial Se...,4.0,(14.1k Reviews),Private,"Ahmedabad,Gujrat + 819 more",16 years old
11208,Vodafone Idea,4.2,(13.4k Reviews),Public,"Gandhinagar,Gujrat + 581 more",5 years old
11209,Teleperformance,3.6,(12.3k Reviews),Private,Paris + 125 more,45 years old
11210,Reliance Retail,4.2,(11.5k Reviews),Private,"Navi Mumbai,Maharashtra + 756 more",17 years old
11211,Kotak Mahindra B...,3.9,(10.7k Reviews),Public,"Mumbai,Maharashtra + 484 more",20 years old
11212,Deloitte,4.1,(10.1k Reviews),Private,"New York,New York + 132 more",178 years old
11213,Reliance Industr...,4.1,(10k Reviews),Public,"Navi Mumbai,Maharashtra + 511 more",50 years old
11214,BYJU'S,3.3,(9.7k Reviews),Private,"Bangalore,Karnataka + 267 more",12 years old
11215,Bharti Airtel,4.1,(9.6k Reviews),Public,"Gurgaon/Gurugram,Haryana + 541 more",28 years old
11216,Tata Motors,4.2,(9k Reviews),Public,"Pune,Maharashtra + 394 more",78 years old
11217,Flipkart,4.2,(7.6k Reviews),Public,"Bangalore,Karnataka + 468 more",16 years old
11218,WNS,3.7,(7.3k Reviews),Private,"Mumbai,Maharashtra + 24 more",27 years old
11219,IndusInd Bank,3.8,(7.1k Reviews),Public,"Gurgaon/Gurugram,Haryana + 584 more",29 years old
11220,TCS,3.9,(53.3k Reviews),Public,"Mumbai,Maharashtra + 272 more",55 years old
11221,Accenture,4.1,(34.5k Reviews),Public,Dublin + 134 more,34 years old
11222,Cognizant,3.9,(31.6k Reviews),Private,Teaneck. New Jersey. + 103 more,29 years old
11223,ICICI Bank,4.1,(25.8k Reviews),Public,"Mumbai,Maharashtra + 1090 more",29 years old
11224,HDFC Bank,4.0,(25k Reviews),Public,"Mumbai,Maharashtra + 1308 more",29 years old
11225,Wipro,3.9,(24.9k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 227 more",78 years old
11226,Infosys,3.9,(23.6k Reviews),Public,"Bengaluru/Bangalore,Karnataka + 128 more",42 years old
11227,Capgemini,3.9,(21.7k Reviews),Public,Paris + 77 more,56 years old
11228,Tech Mahindra,3.7,(20.5k Reviews),Public,"Pune,Maharashtra + 214 more",37 years old
11229,Genpact,4.0,(19.8k Reviews),Public,"New York,New York + 70 more",26 years old
11230,HCLTech,3.8,(19k Reviews),Public,"Noida,Uttar Pradesh + 144 more",32 years old
11231,Amazon,4.2,(18.4k Reviews),Public,"Seattle,Washington + 388 more",29 years old
11232,Axis Bank,3.9,(17k Reviews),Public,"Mumbai,Maharashtra + 1136 more",30 years old
11233,IBM,4.1,(15.9k Reviews),Public,"Armonk,New York + 121 more",112 years old
11234,Concentrix Corpo...,4.0,(15.9k Reviews),Public,"Fremont,California + 73 more",40 years old
11235,Reliance Jio,4.1,(15.6k Reviews),Public,"Navi Mumbai,Maharashtra + 1032 more",16 years old
11236,Larsen & Toubro ...,4.0,(15k Reviews),Public,"Mumbai,Maharashtra + 533 more",77 years old
11237,HDB Financial Se...,4.0,(14.1k Reviews),Private,"Ahmedabad,Gujrat + 819 more",16 years old
11238,Vodafone Idea,4.2,(13.4k Reviews),Public,"Gandhinagar,Gujrat + 581 more",5 years old
11239,Teleperformance,3.6,(12.3k Reviews),Private,Paris + 125 more,45 years old
11240,Reliance Retail,4.2,(11.5k Reviews),Private,"Navi Mumbai,Maharashtra + 756 more",17 years old
11241,Kotak Mahindra B...,3.9,(10.7k Reviews),Public,"Mumbai,Maharashtra + 484 more",20 years old
11242,Deloitte,4.1,(10.1k Reviews),Private,"New York,New York + 132 more",178 years old
11243,Reliance Industr...,4.1,(10k Reviews),Public,"Navi Mumbai,Maharashtra + 511 more",50 years old
11244,BYJU'S,3.3,(9.7k Reviews),Private,"Bangalore,Karnataka + 267 more",12 years old
11245,Bharti Airtel,4.1,(9.6k Reviews),Public,"Gurgaon/Gurugram,Haryana + 541 more",28 years old
11246,Tata Motors,4.2,(9k Reviews),Public,"Pune,Maharashtra + 394 more",78 years old
11247,Flipkart,4.2,(7.6k Reviews),Public,"Bangalore,Karnataka + 468 more",16 years old
11248,WNS,3.7,(7.3k Reviews),Private,"Mumbai,Maharashtra + 24 more",27 years old
11249,IndusInd Bank,3.8,(7.1k Reviews),Public,"Gurgaon/Gurugram,Haryana + 584 more",29 years old
11250,TCS,3.9,(53.3k Reviews),Public,"Mumbai,Maharashtra + 272 more",55 years old
11251,Accenture,4.1,(34.5k Reviews),Public,Dublin + 134 more,34 years old
11252,Cognizant,3.9,(31.6k Reviews),Private,Teaneck. New Jersey. + 103 more,29 years old
11253,ICICI Bank,4.1,(25.8k Reviews),Public,"Mumbai,Maharashtra + 1090 more",29 years old
11254,HDFC Bank,4.0,(25k Reviews),Public,"Mumbai,Maharashtra + 1308 more",29 years old
11255,Wipro,3.9,(24.9k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 227 more",78 years old
11256,Infosys,3.9,(23.6k Reviews),Public,"Bengaluru/Bangalore,Karnataka + 128 more",42 years old
11257,Capgemini,3.9,(21.7k Reviews),Public,Paris + 77 more,56 years old
11258,Tech Mahindra,3.7,(20.5k Reviews),Public,"Pune,Maharashtra + 214 more",37 years old
11259,Genpact,4.0,(19.8k Reviews),Public,"New York,New York + 70 more",26 years old
11260,HCLTech,3.8,(19k Reviews),Public,"Noida,Uttar Pradesh + 144 more",32 years old
11261,Amazon,4.2,(18.4k Reviews),Public,"Seattle,Washington + 388 more",29 years old
11262,Axis Bank,3.9,(17k Reviews),Public,"Mumbai,Maharashtra + 1136 more",30 years old
11263,IBM,4.1,(15.9k Reviews),Public,"Armonk,New York + 121 more",112 years old
11264,Concentrix Corpo...,4.0,(15.9k Reviews),Public,"Fremont,California + 73 more",40 years old
11265,Reliance Jio,4.1,(15.6k Reviews),Public,"Navi Mumbai,Maharashtra + 1032 more",16 years old
11266,Larsen & Toubro ...,4.0,(15k Reviews),Public,"Mumbai,Maharashtra + 533 more",77 years old
11267,HDB Financial Se...,4.0,(14.1k Reviews),Private,"Ahmedabad,Gujrat + 819 more",16 years old
11268,Vodafone Idea,4.2,(13.4k Reviews),Public,"Gandhinagar,Gujrat + 581 more",5 years old
11269,Teleperformance,3.6,(12.3k Reviews),Private,Paris + 125 more,45 years old
11270,Reliance Retail,4.2,(11.5k Reviews),Private,"Navi Mumbai,Maharashtra + 756 more",17 years old
11271,Kotak Mahindra B...,3.9,(10.7k Reviews),Public,"Mumbai,Maharashtra + 484 more",20 years old
11272,Deloitte,4.1,(10.1k Reviews),Private,"New York,New York + 132 more",178 years old
11273,Reliance Industr...,4.1,(10k Reviews),Public,"Navi Mumbai,Maharashtra + 511 more",50 years old
11274,BYJU'S,3.3,(9.7k Reviews),Private,"Bangalore,Karnataka + 267 more",12 years old
11275,Bharti Airtel,4.1,(9.6k Reviews),Public,"Gurgaon/Gurugram,Haryana + 541 more",28 years old
11276,Tata Motors,4.2,(9k Reviews),Public,"Pune,Maharashtra + 394 more",78 years old
11277,Flipkart,4.2,(7.6k Reviews),Public,"Bangalore,Karnataka + 468 more",16 years old
11278,WNS,3.7,(7.3k Reviews),Private,"Mumbai,Maharashtra + 24 more",27 years old
11279,IndusInd Bank,3.8,(7.1k Reviews),Public,"Gurgaon/Gurugram,Haryana + 584 more",29 years old
11280,TCS,3.9,(53.3k Reviews),Public,"Mumbai,Maharashtra + 272 more",55 years old
11281,Accenture,4.1,(34.5k Reviews),Public,Dublin + 134 more,34 years old
11282,Cognizant,3.9,(31.6k Reviews),Private,Teaneck. New Jersey. + 103 more,29 years old
11283,ICICI Bank,4.1,(25.8k Reviews),Public,"Mumbai,Maharashtra + 1090 more",29 years old
11284,HDFC Bank,4.0,(25k Reviews),Public,"Mumbai,Maharashtra + 1308 more",29 years old
11285,Wipro,3.9,(24.9k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 227 more",78 years old
11286,Infosys,3.9,(23.6k Reviews),Public,"Bengaluru/Bangalore,Karnataka + 128 more",42 years old
11287,Capgemini,3.9,(21.7k Reviews),Public,Paris + 77 more,56 years old
11288,Tech Mahindra,3.7,(20.5k Reviews),Public,"Pune,Maharashtra + 214 more",37 years old
11289,Genpact,4.0,(19.8k Reviews),Public,"New York,New York + 70 more",26 years old
11290,HCLTech,3.8,(19k Reviews),Public,"Noida,Uttar Pradesh + 144 more",32 years old
11291,Amazon,4.2,(18.4k Reviews),Public,"Seattle,Washington + 388 more",29 years old
11292,Axis Bank,3.9,(17k Reviews),Public,"Mumbai,Maharashtra + 1136 more",30 years old
11293,IBM,4.1,(15.9k Reviews),Public,"Armonk,New York + 121 more",112 years old
11294,Concentrix Corpo...,4.0,(15.9k Reviews),Public,"Fremont,California + 73 more",40 years old
11295,Reliance Jio,4.1,(15.6k Reviews),Public,"Navi Mumbai,Maharashtra + 1032 more",16 years old
11296,Larsen & Toubro ...,4.0,(15k Reviews),Public,"Mumbai,Maharashtra + 533 more",77 years old
11297,HDB Financial Se...,4.0,(14.1k Reviews),Private,"Ahmedabad,Gujrat + 819 more",16 years old
11298,Vodafone Idea,4.2,(13.4k Reviews),Public,"Gandhinagar,Gujrat + 581 more",5 years old
11299,Teleperformance,3.6,(12.3k Reviews),Private,Paris + 125 more,45 years old
11300,Reliance Retail,4.2,(11.5k Reviews),Private,"Navi Mumbai,Maharashtra + 756 more",17 years old
11301,Kotak Mahindra B...,3.9,(10.7k Reviews),Public,"Mumbai,Maharashtra + 484 more",20 years old
11302,Deloitte,4.1,(10.1k Reviews),Private,"New York,New York + 132 more",178 years old
11303,Reliance Industr...,4.1,(10k Reviews),Public,"Navi Mumbai,Maharashtra + 511 more",50 years old
11304,BYJU'S,3.3,(9.7k Reviews),Private,"Bangalore,Karnataka + 267 more",12 years old
11305,Bharti Airtel,4.1,(9.6k Reviews),Public,"Gurgaon/Gurugram,Haryana + 541 more",28 years old
11306,Tata Motors,4.2,(9k Reviews),Public,"Pune,Maharashtra + 394 more",78 years old
11307,Flipkart,4.2,(7.6k Reviews),Public,"Bangalore,Karnataka + 468 more",16 years old
11308,WNS,3.7,(7.3k Reviews),Private,"Mumbai,Maharashtra + 24 more",27 years old
11309,IndusInd Bank,3.8,(7.1k Reviews),Public,"Gurgaon/Gurugram,Haryana + 584 more",29 years old
11310,TCS,3.9,(53.3k Reviews),Public,"Mumbai,Maharashtra + 272 more",55 years old
11311,Accenture,4.1,(34.5k Reviews),Public,Dublin + 134 more,34 years old
11312,Cognizant,3.9,(31.6k Reviews),Private,Teaneck. New Jersey. + 103 more,29 years old
11313,ICICI Bank,4.1,(25.8k Reviews),Public,"Mumbai,Maharashtra + 1090 more",29 years old
11314,HDFC Bank,4.0,(25k Reviews),Public,"Mumbai,Maharashtra + 1308 more",29 years old
11315,Wipro,3.9,(24.9k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 227 more",78 years old
11316,Infosys,3.9,(23.6k Reviews),Public,"Bengaluru/Bangalore,Karnataka + 128 more",42 years old
11317,Capgemini,3.9,(21.7k Reviews),Public,Paris + 77 more,56 years old
11318,Tech Mahindra,3.7,(20.5k Reviews),Public,"Pune,Maharashtra + 214 more",37 years old
11319,Genpact,4.0,(19.8k Reviews),Public,"New York,New York + 70 more",26 years old
11320,HCLTech,3.8,(19k Reviews),Public,"Noida,Uttar Pradesh + 144 more",32 years old
11321,Amazon,4.2,(18.4k Reviews),Public,"Seattle,Washington + 388 more",29 years old
11322,Axis Bank,3.9,(17k Reviews),Public,"Mumbai,Maharashtra + 1136 more",30 years old
11323,IBM,4.1,(15.9k Reviews),Public,"Armonk,New York + 121 more",112 years old
11324,Concentrix Corpo...,4.0,(15.9k Reviews),Public,"Fremont,California + 73 more",40 years old
11325,Reliance Jio,4.1,(15.6k Reviews),Public,"Navi Mumbai,Maharashtra + 1032 more",16 years old
11326,Larsen & Toubro ...,4.0,(15k Reviews),Public,"Mumbai,Maharashtra + 533 more",77 years old
11327,HDB Financial Se...,4.0,(14.1k Reviews),Private,"Ahmedabad,Gujrat + 819 more",16 years old
11328,Vodafone Idea,4.2,(13.4k Reviews),Public,"Gandhinagar,Gujrat + 581 more",5 years old
11329,Teleperformance,3.6,(12.3k Reviews),Private,Paris + 125 more,45 years old
11330,Reliance Retail,4.2,(11.5k Reviews),Private,"Navi Mumbai,Maharashtra + 756 more",17 years old
11331,Kotak Mahindra B...,3.9,(10.7k Reviews),Public,"Mumbai,Maharashtra + 484 more",20 years old
11332,Deloitte,4.1,(10.1k Reviews),Private,"New York,New York + 132 more",178 years old
11333,Reliance Industr...,4.1,(10k Reviews),Public,"Navi Mumbai,Maharashtra + 511 more",50 years old
11334,BYJU'S,3.3,(9.7k Reviews),Private,"Bangalore,Karnataka + 267 more",12 years old
11335,Bharti Airtel,4.1,(9.6k Reviews),Public,"Gurgaon/Gurugram,Haryana + 541 more",28 years old
11336,Tata Motors,4.2,(9k Reviews),Public,"Pune,Maharashtra + 394 more",78 years old
11337,Flipkart,4.2,(7.6k Reviews),Public,"Bangalore,Karnataka + 468 more",16 years old
11338,WNS,3.7,(7.3k Reviews),Private,"Mumbai,Maharashtra + 24 more",27 years old
11339,IndusInd Bank,3.8,(7.1k Reviews),Public,"Gurgaon/Gurugram,Haryana + 584 more",29 years old
11340,TCS,3.9,(53.3k Reviews),Public,"Mumbai,Maharashtra + 272 more",55 years old
11341,Accenture,4.1,(34.5k Reviews),Public,Dublin + 134 more,34 years old
11342,Cognizant,3.9,(31.6k Reviews),Private,Teaneck. New Jersey. + 103 more,29 years old
11343,ICICI Bank,4.1,(25.8k Reviews),Public,"Mumbai,Maharashtra + 1090 more",29 years old
11344,HDFC Bank,4.0,(25k Reviews),Public,"Mumbai,Maharashtra + 1308 more",29 years old
11345,Wipro,3.9,(24.9k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 227 more",78 years old
11346,Infosys,3.9,(23.6k Reviews),Public,"Bengaluru/Bangalore,Karnataka + 128 more",42 years old
11347,Capgemini,3.9,(21.7k Reviews),Public,Paris + 77 more,56 years old
11348,Tech Mahindra,3.7,(20.5k Reviews),Public,"Pune,Maharashtra + 214 more",37 years old
11349,Genpact,4.0,(19.8k Reviews),Public,"New York,New York + 70 more",26 years old
11350,HCLTech,3.8,(19k Reviews),Public,"Noida,Uttar Pradesh + 144 more",32 years old
11351,Amazon,4.2,(18.4k Reviews),Public,"Seattle,Washington + 388 more",29 years old
11352,Axis Bank,3.9,(17k Reviews),Public,"Mumbai,Maharashtra + 1136 more",30 years old
11353,IBM,4.1,(15.9k Reviews),Public,"Armonk,New York + 121 more",112 years old
11354,Concentrix Corpo...,4.0,(15.9k Reviews),Public,"Fremont,California + 73 more",40 years old
11355,Reliance Jio,4.1,(15.6k Reviews),Public,"Navi Mumbai,Maharashtra + 1032 more",16 years old
11356,Larsen & Toubro ...,4.0,(15k Reviews),Public,"Mumbai,Maharashtra + 533 more",77 years old
11357,HDB Financial Se...,4.0,(14.1k Reviews),Private,"Ahmedabad,Gujrat + 819 more",16 years old
11358,Vodafone Idea,4.2,(13.4k Reviews),Public,"Gandhinagar,Gujrat + 581 more",5 years old
11359,Teleperformance,3.6,(12.3k Reviews),Private,Paris + 125 more,45 years old
11360,Reliance Retail,4.2,(11.5k Reviews),Private,"Navi Mumbai,Maharashtra + 756 more",17 years old
11361,Kotak Mahindra B...,3.9,(10.7k Reviews),Public,"Mumbai,Maharashtra + 484 more",20 years old
11362,Deloitte,4.1,(10.1k Reviews),Private,"New York,New York + 132 more",178 years old
11363,Reliance Industr...,4.1,(10k Reviews),Public,"Navi Mumbai,Maharashtra + 511 more",50 years old
11364,BYJU'S,3.3,(9.7k Reviews),Private,"Bangalore,Karnataka + 267 more",12 years old
11365,Bharti Airtel,4.1,(9.6k Reviews),Public,"Gurgaon/Gurugram,Haryana + 541 more",28 years old
11366,Tata Motors,4.2,(9k Reviews),Public,"Pune,Maharashtra + 394 more",78 years old
11367,Flipkart,4.2,(7.6k Reviews),Public,"Bangalore,Karnataka + 468 more",16 years old
11368,WNS,3.7,(7.3k Reviews),Private,"Mumbai,Maharashtra + 24 more",27 years old
11369,IndusInd Bank,3.8,(7.1k Reviews),Public,"Gurgaon/Gurugram,Haryana + 584 more",29 years old
11370,TCS,3.9,(53.3k Reviews),Public,"Mumbai,Maharashtra + 272 more",55 years old
11371,Accenture,4.1,(34.5k Reviews),Public,Dublin + 134 more,34 years old
11372,Cognizant,3.9,(31.6k Reviews),Private,Teaneck. New Jersey. + 103 more,29 years old
11373,ICICI Bank,4.1,(25.8k Reviews),Public,"Mumbai,Maharashtra + 1090 more",29 years old
11374,HDFC Bank,4.0,(25k Reviews),Public,"Mumbai,Maharashtra + 1308 more",29 years old
11375,Wipro,3.9,(24.9k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 227 more",78 years old
11376,Infosys,3.9,(23.6k Reviews),Public,"Bengaluru/Bangalore,Karnataka + 128 more",42 years old
11377,Capgemini,3.9,(21.7k Reviews),Public,Paris + 77 more,56 years old
11378,Tech Mahindra,3.7,(20.5k Reviews),Public,"Pune,Maharashtra + 214 more",37 years old
11379,Genpact,4.0,(19.8k Reviews),Public,"New York,New York + 70 more",26 years old
11380,HCLTech,3.8,(19k Reviews),Public,"Noida,Uttar Pradesh + 144 more",32 years old
11381,Amazon,4.2,(18.4k Reviews),Public,"Seattle,Washington + 388 more",29 years old
11382,Axis Bank,3.9,(17k Reviews),Public,"Mumbai,Maharashtra + 1136 more",30 years old
11383,IBM,4.1,(15.9k Reviews),Public,"Armonk,New York + 121 more",112 years old
11384,Concentrix Corpo...,4.0,(15.9k Reviews),Public,"Fremont,California + 73 more",40 years old
11385,Reliance Jio,4.1,(15.6k Reviews),Public,"Navi Mumbai,Maharashtra + 1032 more",16 years old
11386,Larsen & Toubro ...,4.0,(15k Reviews),Public,"Mumbai,Maharashtra + 533 more",77 years old
11387,HDB Financial Se...,4.0,(14.1k Reviews),Private,"Ahmedabad,Gujrat + 819 more",16 years old
11388,Vodafone Idea,4.2,(13.4k Reviews),Public,"Gandhinagar,Gujrat + 581 more",5 years old
11389,Teleperformance,3.6,(12.3k Reviews),Private,Paris + 125 more,45 years old
11390,Reliance Retail,4.2,(11.5k Reviews),Private,"Navi Mumbai,Maharashtra + 756 more",17 years old
11391,Kotak Mahindra B...,3.9,(10.7k Reviews),Public,"Mumbai,Maharashtra + 484 more",20 years old
11392,Deloitte,4.1,(10.1k Reviews),Private,"New York,New York + 132 more",178 years old
11393,Reliance Industr...,4.1,(10k Reviews),Public,"Navi Mumbai,Maharashtra + 511 more",50 years old
11394,BYJU'S,3.3,(9.7k Reviews),Private,"Bangalore,Karnataka + 267 more",12 years old
11395,Bharti Airtel,4.1,(9.6k Reviews),Public,"Gurgaon/Gurugram,Haryana + 541 more",28 years old
11396,Tata Motors,4.2,(9k Reviews),Public,"Pune,Maharashtra + 394 more",78 years old
11397,Flipkart,4.2,(7.6k Reviews),Public,"Bangalore,Karnataka + 468 more",16 years old
11398,WNS,3.7,(7.3k Reviews),Private,"Mumbai,Maharashtra + 24 more",27 years old
11399,IndusInd Bank,3.8,(7.1k Reviews),Public,"Gurgaon/Gurugram,Haryana + 584 more",29 years old
11400,TCS,3.9,(53.3k Reviews),Public,"Mumbai,Maharashtra + 272 more",55 years old
11401,Accenture,4.1,(34.5k Reviews),Public,Dublin + 134 more,34 years old
11402,Cognizant,3.9,(31.6k Reviews),Private,Teaneck. New Jersey. + 103 more,29 years old
11403,ICICI Bank,4.1,(25.8k Reviews),Public,"Mumbai,Maharashtra + 1090 more",29 years old
11404,HDFC Bank,4.0,(25k Reviews),Public,"Mumbai,Maharashtra + 1308 more",29 years old
11405,Wipro,3.9,(24.9k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 227 more",78 years old
11406,Infosys,3.9,(23.6k Reviews),Public,"Bengaluru/Bangalore,Karnataka + 128 more",42 years old
11407,Capgemini,3.9,(21.7k Reviews),Public,Paris + 77 more,56 years old
11408,Tech Mahindra,3.7,(20.5k Reviews),Public,"Pune,Maharashtra + 214 more",37 years old
11409,Genpact,4.0,(19.8k Reviews),Public,"New York,New York + 70 more",26 years old
11410,HCLTech,3.8,(19k Reviews),Public,"Noida,Uttar Pradesh + 144 more",32 years old
11411,Amazon,4.2,(18.4k Reviews),Public,"Seattle,Washington + 388 more",29 years old
11412,Axis Bank,3.9,(17k Reviews),Public,"Mumbai,Maharashtra + 1136 more",30 years old
11413,IBM,4.1,(15.9k Reviews),Public,"Armonk,New York + 121 more",112 years old
11414,Concentrix Corpo...,4.0,(15.9k Reviews),Public,"Fremont,California + 73 more",40 years old
